numeric_0,numeric_1,numeric_2,numeric_3,numeric_4,numeric_5,numeric_6,numeric_7,numeric_8,numeric_9
0.2727801731089508,-0.16338934166034033,0.9820170236808953,0.2518263841637025,-0.4106259356106308,-0.9369544647695432,0.8421901007410112,-1.5369006811751782,-0.32799979307741617,2.0465327813434
-0.19775818191921707,-1.0993023707268708,-1.5821045146001036,-0.031115023219957634,-0.2724300016323558,0.4194337947773319,-0.40829570658533576,-0.13571269135616112,2.249544686553925,-0.06993723179655661
-1.329810159997102,-1.172233856249937,-0.72549997974893,0.28450773818099345,0.38013816837614306,0.029257425958438627,0.7095048061953848,1.1194755013446993,-0.7083213399909227,-0.42090430995070305
-0.5332514692470471,0.1844613690161879,-0.6681579641469155,0.9948081536741087,-0.25316612459904625,-1.382243244977257,-0.1111240160462189,-1.9528810325559345,0.9473436661830804,0.6890271971419019
0.4785309421602231,0.5004425864059249,0.5785779640879349,0.6220363885385447,0.5358030485298565,0.15650979020782083,1.3814527836159498,-0.043376469230712464,-0.19001389432839166,2.1612634425755486
0.6513463164120344,-0.5051378316180353,-0.7788483317687984,0.4831051218674613,0.4881109089342927,-1.9113267126083335,-1.0038631834405007,0.9022025149794682,0.27990103827681306,-0.9171469946670107
-2.0778396238672623,-0.32680122088380864,-1.5343041655685927,-1.0708950476328458,0.15198016683749466,1.2506665429518193,0.23462482498590265,-0.28014162687089295,0.3113345014440221,0.9101148181918021
-1.649518509159823,1.569220045387664,-0.6927674433544293,0.6228796106763657,-1.1925627617140695,-1.7221477987813667,1.3202094359339642,-1.139029547811784,0.4672177556035298,0.3366109816569238
1.350198134144689,0.06762060643139191,0.008733463810120494,0.7753196932412192,-1.211055609485831,0.9193359758583304,-2.366925047070173,-1.2577621989871333,-1.4359724854759457,-0.400455652926091
-1.3201945969072137,-1.4869114355344015,0.5257656845027084,-2.6419297482758983,1.2552915450178168,-0.438738568422065,-0.15292021825614996,-1.5542238708292455,-0.19025843188816635,0.8824130661628362
